battery_id,discharge_cycle_num,ambient_temperature,capacity_ahr,SOH,RUL,is_censored,capacity_fade_rate,SOH_rolling_mean,SOH_rolling_std,temperature_stress_factor,cycle_normalized,Re_norm,Rct_norm,voltage_slope,voltage_std,voltage_min,voltage_auc,temp_rise,temp_max,temp_slope,current_std,current_mean_abs,discharge_duration,n_timesteps
B0005,1,24.0,1.8564874208181577,100.55029091401708,124,False,,100.55029091401708,0.0,1.0,0.008,,,-0.00385693764586749,0.2359570706808563,2.612467347907089,12996.869373655114,14.656187907465561,38.98218133148803,0.05893763828450077,0.593546181674474,1.818711710270297,3690.234,197.0
B0005,2,24.0,1.846327249719927,100.0,123,False,,100.27514545700852,0.3891144369268176,1.0,0.016,,,-0.0038388996901522667,0.23476492928592219,2.587208728940726,12961.395568990223,14.347449803191036,39.033397966787035,0.058309042839663136,0.5951796218062511,1.8176438989718113,3672.344,196.0
B0005,3,24.0,1.8353491942234077,99.40541117517576,122,False,,99.98523402973096,0.5725826835583061,1.0,0.024,,,-0.0037542662330802283,0.22752543549673088,2.6519168938437794,12913.14872176361,14.084530525863013,38.81879668981741,0.05778191039428413,0.5964980204475099,1.8165423469233573,3651.641,195.0
B0005,4,24.0,1.8352625275821128,99.40071717299884,121,False,,99.83910481554793,0.5513458762805311,1.0,0.032,,,-0.0038459317537475443,0.23274431724182537,2.592947964776547,12841.622045091717,14.110060765053284,38.7623045063458,0.058484982611575476,0.5834624841611844,1.8256179748849433,3631.563,194.0
B0005,5,24.0,1.834645508212042,99.3672984293734,120,False,-0.0054748547350045,99.74474353831302,0.5220219915632621,1.0,0.04,,,-0.0038968024278982776,0.2366885716567803,2.547419651124539,12828.283196201339,14.146692138998514,38.66539257343368,0.05870449769241267,0.5834685498827803,1.8261478651693803,3629.172,194.0
B0005,6,24.0,1.8356616600675495,99.4223348188142,119,False,-0.0022034865316118,99.51915231927244,0.269542044988714,1.0,0.048,,,-0.003912062888173172,0.23931625998293235,2.5209480504077413,12905.054072525252,14.237268397973942,38.75169504640032,0.05859132189695163,0.5967015706365189,1.8168998532879652,3652.281,195.0
B0005,7,24.0,1.8351461429226603,99.3944135960208,118,False,-6.970116057200406e-07,99.3980350384766,0.0200619948364609,1.0,0.056,,,-0.003955746789383649,0.2425153341196382,2.487927319492314,12898.583871973697,14.245119993219092,38.8207012322275,0.05867913183901468,0.5964919190059063,1.8168378953364732,3650.828,195.0
B0005,8,24.0,1.8257567905665535,98.8858714425358,117,False,-0.0018510839320498,99.2941270919486,0.2290648212861222,1.0,0.064,,,-0.0038491079430584274,0.22731251096165397,2.6652049047458775,12671.275120095272,13.805805943387323,38.51713023385634,0.05917615119091674,0.5573831672048897,1.8444082717328028,3572.453,191.0
B0005,9,24.0,1.8247738529891333,98.832633990856,116,False,-0.0029648179946809,99.18051045552004,0.2945137967967046,1.0,0.072,,,-0.003938659351328831,0.2324538495076242,2.6038584726333673,12589.229308791204,13.897780610605821,38.526267904657,0.06004320700697032,0.5424840616663397,1.854064004450843,3550.594,190.0
B0005,10,24.0,1.824613268496936,98.82393648112571,115,False,-0.0032469073074751,99.0718380658705,0.3082857102968193,1.0,0.08,,,-0.003993356085964111,0.2367287014754215,2.552853984885676,12584.805389951965,13.965420944638673,38.52698128472781,0.06028649622720599,0.5423346882876612,1.853658588102974,3551.25,190.0
B0005,11,24.0,1.8246195526864504,98.82427684275528,114,False,-0.0022196702542037,98.95222647065872,0.2485277819045327,1.0,0.088,,,-0.004091986727414886,0.24309734449960063,2.4724483018527317,12504.115693429616,14.110148970552022,38.54143406601644,0.061409171354236486,0.5267409991401001,1.863423718930417,3530.25,189.0
B0005,12,24.0,1.8142019357673915,98.26004225646302,113,False,-0.0023264009901005,98.72535220274716,0.2613876904414411,1.0,0.096,,,-0.003959330762555231,0.22886185175957943,2.64956413267546,12402.953652698874,13.781602636785863,38.52197451768004,0.06109905018566274,0.5116979707844124,1.8730031464912944,3491.016,187.0
B0005,13,24.0,1.8137521577549056,98.2356815689113,112,False,-0.0032454723197997,98.59531422802226,0.3173151539886514,1.0,0.104,,,-0.0040520527389058736,0.2346077577627525,2.5724981777366227,12323.504382706047,13.849378134746345,38.582485834057856,0.06174268284267575,0.4942824152307196,1.882660242467496,3470.281,186.0
